Product_Category,Category,Subcategory1,Subcategory2,Subcategory3,Url,Attr_Name,Attr_Value
Clothing,Women,Western,Topwear,Bodysuits,https://api.gap.com/commerce/search/products/v2/cc?brand=on&market=us&cid=72091&locale=en_US&pageSize=300&ignoreInventory=false&includeMarketingFlagsDetails=true&style=3014588&enableDynamicFacets=true&enableSwatchSort=true&sortSwatchesBy=bestsellers&department=136&vendor=Certona&trackingid=309892845958361,__,__
Clothing,Women,Western,Topwear,Shirts,https://api.gap.com/commerce/search/products/v2/cc?brand=on&market=us&cid=72091&locale=en_US&pageSize=300&ignoreInventory=false&includeMarketingFlagsDetails=true&style=3029254&enableDynamicFacets=true&enableSwatchSort=true&sortSwatchesBy=bestsellers&department=136&vendor=Certona&trackingid=309892845958361,Type,Button-Down
Clothing,Women,Western,Topwear,Shirts,https://api.gap.com/commerce/search/products/v2/cc?brand=on&market=us&cid=72091&locale=en_US&pageSize=300&ignoreInventory=false&includeMarketingFlagsDetails=true&style=3035695&enableDynamicFacets=true&enableSwatchSort=true&sortSwatchesBy=bestsellers&department=136&vendor=Certona&trackingid=309892845958361,Type,Flannel Shirts
Clothing,Women,Western,Topwear,Shirts,https://api.gap.com/commerce/search/products/v2/cc?brand=on&market=us&cid=72091&locale=en_US&pageSize=300&ignoreInventory=false&includeMarketingFlagsDetails=true&style=3036760&enableDynamicFacets=true&enableSwatchSort=true&sortSwatchesBy=bestsellers&department=136&vendor=Certona&trackingid=309892845958361,Type,Denim Shirts
Clothing,Women,Western,Topwear,T-Shirts,https://api.gap.com/commerce/search/products/v2/cc?brand=on&market=us&cid=72091&locale=en_US&pageSize=300&ignoreInventory=false&includeMarketingFlagsDetails=true&style=1173621&enableDynamicFacets=true&enableSwatchSort=true&sortSwatchesBy=bestsellers&department=136&vendor=Certona&trackingid=309892845958361,__,__
Clothing,Women,Western,Topwear,T-Shirts,https://api.gap.com/commerce/search/products/v2/cc?brand=on&market=us&cid=72091&locale=en_US&pageSize=300&ignoreInventory=false&includeMarketingFlagsDetails=true&style=3035694&enableDynamicFacets=true&enableSwatchSort=true&sortSwatchesBy=bestsellers&department=136&vendor=Certona&trackingid=309892845958361,Type,Polo
Clothing,Women,Western,Topwear,Tops,https://api.gap.com/commerce/search/products/v2/cc?brand=on&market=us&cid=72091&locale=en_US&pageSize=300&ignoreInventory=false&includeMarketingFlagsDetails=true&style=3035693&enableDynamicFacets=true&enableSwatchSort=true&sortSwatchesBy=bestsellers&department=136&vendor=Certona&trackingid=309892845958361,Sleeve Length,Long Sleeves
Clothing,Women,Western,Topwear,Tops,https://api.gap.com/commerce/search/products/v2/cc?brand=on&market=us&cid=72091&locale=en_US&pageSize=300&ignoreInventory=false&includeMarketingFlagsDetails=true&style=3024565&enableDynamicFacets=true&enableSwatchSort=true&sortSwatchesBy=bestsellers&department=136&vendor=Certona&trackingid=309892845958361,Type,Cardigans
Clothing,Women,Western,Topwear,Tops,https://api.gap.com/commerce/search/products/v2/cc?brand=on&market=us&cid=72091&locale=en_US&pageSize=300&ignoreInventory=false&includeMarketingFlagsDetails=true&size=1&enableDynamicFacets=true&enableSwatchSort=true&sortSwatchesBy=bestsellers&department=136&vendor=Certona&trackingid=309892845958361,Size_Type,Regular
Clothing,Women,Western,Topwear,Tops,https://api.gap.com/commerce/search/products/v2/cc?brand=on&market=us&cid=72091&locale=en_US&pageSize=300&ignoreInventory=false&includeMarketingFlagsDetails=true&size=2&enableDynamicFacets=true&enableSwatchSort=true&sortSwatchesBy=bestsellers&department=136&vendor=Certona&trackingid=309892845958361,Size_Type,Tall
Clothing,Women,Western,Topwear,Tops,https://api.gap.com/commerce/search/products/v2/cc?brand=on&market=us&cid=72091&locale=en_US&pageSize=300&ignoreInventory=false&includeMarketingFlagsDetails=true&size=3&enableDynamicFacets=true&enableSwatchSort=true&sortSwatchesBy=bestsellers&department=136&vendor=Certona&trackingid=309892845958361,Size_Type,Petite
Clothing,Women,Western,Topwear,Tops,https://api.gap.com/commerce/search/products/v2/cc?brand=on&market=us&cid=72091&locale=en_US&pageSize=300&ignoreInventory=false&includeMarketingFlagsDetails=true&color=1017&enableDynamicFacets=true&enableSwatchSort=true&sortSwatchesBy=bestsellers&department=136&vendor=Certona&trackingid=309892845958361,Color,Black
Clothing,Women,Western,Topwear,Tops,https://api.gap.com/commerce/search/products/v2/cc?brand=on&market=us&cid=72091&locale=en_US&pageSize=300&ignoreInventory=false&includeMarketingFlagsDetails=true&color=1019&enableDynamicFacets=true&enableSwatchSort=true&sortSwatchesBy=bestsellers&department=136&vendor=Certona&trackingid=309892845958361,Color,Red
Clothing,Women,Western,Topwear,Tops,https://api.gap.com/commerce/search/products/v2/cc?brand=on&market=us&cid=72091&locale=en_US&pageSize=300&ignoreInventory=false&includeMarketingFlagsDetails=true&color=1029&enableDynamicFacets=true&enableSwatchSort=true&sortSwatchesBy=bestsellers&department=136&vendor=Certona&trackingid=309892845958361,Color,White
Clothing,Women,Western,Topwear,Tops,https://api.gap.com/commerce/search/products/v2/cc?brand=on&market=us&cid=72091&locale=en_US&pageSize=300&ignoreInventory=false&includeMarketingFlagsDetails=true&color=1022&enableDynamicFacets=true&enableSwatchSort=true&sortSwatchesBy=bestsellers&department=136&vendor=Certona&trackingid=309892845958361,Color,Green
Clothing,Women,Western,Topwear,Tops,https://api.gap.com/commerce/search/products/v2/cc?brand=on&market=us&cid=72091&locale=en_US&pageSize=300&ignoreInventory=false&includeMarketingFlagsDetails=true&color=1040&enableDynamicFacets=true&enableSwatchSort=true&sortSwatchesBy=bestsellers&department=136&vendor=Certona&trackingid=309892845958361,Color,Beige
Clothing,Women,Western,Topwear,Tops,https://api.gap.com/commerce/search/products/v2/cc?brand=on&market=us&cid=72091&locale=en_US&pageSize=300&ignoreInventory=false&includeMarketingFlagsDetails=true&color=1021&enableDynamicFacets=true&enableSwatchSort=true&sortSwatchesBy=bestsellers&department=136&vendor=Certona&trackingid=309892845958361,Color,Blue
Clothing,Women,Western,Topwear,Tops,https://api.gap.com/commerce/search/products/v2/cc?brand=on&market=us&cid=72091&locale=en_US&pageSize=300&ignoreInventory=false&includeMarketingFlagsDetails=true&color=1023&enableDynamicFacets=true&enableSwatchSort=true&sortSwatchesBy=bestsellers&department=136&vendor=Certona&trackingid=309892845958361,Color,Brown
Clothing,Women,Western,Topwear,Tops,https://api.gap.com/commerce/search/products/v2/cc?brand=on&market=us&cid=72091&locale=en_US&pageSize=300&ignoreInventory=false&includeMarketingFlagsDetails=true&color=1018&enableDynamicFacets=true&enableSwatchSort=true&sortSwatchesBy=bestsellers&department=136&vendor=Certona&trackingid=309892845958361,Color,Gray
Clothing,Women,Western,Topwear,Tops,https://api.gap.com/commerce/search/products/v2/cc?brand=on&market=us&cid=72091&locale=en_US&pageSize=300&ignoreInventory=false&includeMarketingFlagsDetails=true&color=1020&enableDynamicFacets=true&enableSwatchSort=true&sortSwatchesBy=bestsellers&department=136&vendor=Certona&trackingid=309892845958361,Color,Pink
Clothing,Women,Western,Topwear,Tops,https://api.gap.com/commerce/search/products/v2/cc?brand=on&market=us&cid=72091&locale=en_US&pageSize=300&ignoreInventory=false&includeMarketingFlagsDetails=true&color=1028&enableDynamicFacets=true&enableSwatchSort=true&sortSwatchesBy=bestsellers&department=136&vendor=Certona&trackingid=309892845958361,Color,Purple
Clothing,Women,Western,Topwear,Tops,https://api.gap.com/commerce/search/products/v2/cc?brand=on&market=us&cid=72091&locale=en_US&pageSize=300&ignoreInventory=false&includeMarketingFlagsDetails=true&color=1025&enableDynamicFacets=true&enableSwatchSort=true&sortSwatchesBy=bestsellers&department=136&vendor=Certona&trackingid=309892845958361,Color,Multi
Clothing,Women,Western,Topwear,Tops,https://api.gap.com/commerce/search/products/v2/cc?brand=on&market=us&cid=72091&locale=en_US&pageSize=300&ignoreInventory=false&includeMarketingFlagsDetails=true&color=1005&enableDynamicFacets=true&enableSwatchSort=true&sortSwatchesBy=bestsellers&department=136&vendor=Certona&trackingid=309892845958361,Color,Silver
Clothing,Women,Western,Topwear,Tops,https://api.gap.com/commerce/search/products/v2/cc?brand=on&market=us&cid=72091&locale=en_US&pageSize=300&ignoreInventory=false&includeMarketingFlagsDetails=true&color=1034&enableDynamicFacets=true&enableSwatchSort=true&sortSwatchesBy=bestsellers&department=136&vendor=Certona&trackingid=309892845958361,Color,Orange
Clothing,Women,Western,Topwear,Tops,https://api.gap.com/commerce/search/products/v2/cc?brand=on&market=us&cid=72091&locale=en_US&pageSize=300&ignoreInventory=false&includeMarketingFlagsDetails=true&color=1026&enableDynamicFacets=true&enableSwatchSort=true&sortSwatchesBy=bestsellers&department=136&vendor=Certona&trackingid=309892845958361,Color,Gold
Clothing,Women,Western,Topwear,Tops,https://api.gap.com/commerce/search/products/v2/cc?brand=on&market=us&cid=72091&locale=en_US&pageSize=300&ignoreInventory=false&includeMarketingFlagsDetails=true&color=1031&enableDynamicFacets=true&enableSwatchSort=true&sortSwatchesBy=bestsellers&department=136&vendor=Certona&trackingid=309892845958361,Color,Yellow
Clothing,Women,Western,Topwear,Tops,https://api.gap.com/commerce/search/products/v2/cc?brand=on&market=us&cid=72091&locale=en_US&pageSize=300&ignoreInventory=false&includeMarketingFlagsDetails=true&sleeveLength=1929&enableDynamicFacets=true&enableSwatchSort=true&sortSwatchesBy=bestsellers&department=136&vendor=Certona&trackingid=309892845958361,Sleeve Length,Long Sleeve
Clothing,Women,Western,Topwear,Tops,https://api.gap.com/commerce/search/products/v2/cc?brand=on&market=us&cid=72091&locale=en_US&pageSize=300&ignoreInventory=false&includeMarketingFlagsDetails=true&sleeveLength=1928&enableDynamicFacets=true&enableSwatchSort=true&sortSwatchesBy=bestsellers&department=136&vendor=Certona&trackingid=309892845958361,Sleeve Length,Short Sleeve
Clothing,Women,Western,Topwear,Tops,https://api.gap.com/commerce/search/products/v2/cc?brand=on&market=us&cid=72091&locale=en_US&pageSize=300&ignoreInventory=false&includeMarketingFlagsDetails=true&sleeveLength=1927&enableDynamicFacets=true&enableSwatchSort=true&sortSwatchesBy=bestsellers&department=136&vendor=Certona&trackingid=309892845958361,Sleeve Length,Sleeveless
Clothing,Women,Western,Topwear,Tops,https://api.gap.com/commerce/search/products/v2/cc?brand=on&market=us&cid=72091&locale=en_US&pageSize=300&ignoreInventory=false&includeMarketingFlagsDetails=true&neckline=2016&enableDynamicFacets=true&enableSwatchSort=true&sortSwatchesBy=bestsellers&department=136&vendor=Certona&trackingid=309892845958361,Neckline,V-Neck
Clothing,Women,Western,Topwear,Tops,https://api.gap.com/commerce/search/products/v2/cc?brand=on&market=us&cid=72091&locale=en_US&pageSize=300&ignoreInventory=false&includeMarketingFlagsDetails=true&neckline=2015&enableDynamicFacets=true&enableSwatchSort=true&sortSwatchesBy=bestsellers&department=136&vendor=Certona&trackingid=309892845958361,Neckline,Crew Neck
Clothing,Women,Western,Topwear,Tops,https://api.gap.com/commerce/search/products/v2/cc?brand=on&market=us&cid=72091&locale=en_US&pageSize=300&ignoreInventory=false&includeMarketingFlagsDetails=true&neckline=2021&enableDynamicFacets=true&enableSwatchSort=true&sortSwatchesBy=bestsellers&department=136&vendor=Certona&trackingid=309892845958361,Neckline,Scoop Neck
Clothing,Women,Western,Topwear,Tops,https://api.gap.com/commerce/search/products/v2/cc?brand=on&market=us&cid=72091&locale=en_US&pageSize=300&ignoreInventory=false&includeMarketingFlagsDetails=true&neckline=2601&enableDynamicFacets=true&enableSwatchSort=true&sortSwatchesBy=bestsellers&department=136&vendor=Certona&trackingid=309892845958361,Neckline,Mock Neck
Clothing,Women,Western,Topwear,Tops,https://api.gap.com/commerce/search/products/v2/cc?brand=on&market=us&cid=72091&locale=en_US&pageSize=300&ignoreInventory=false&includeMarketingFlagsDetails=true&neckline=2022&enableDynamicFacets=true&enableSwatchSort=true&sortSwatchesBy=bestsellers&department=136&vendor=Certona&trackingid=309892845958361,Neckline,Boatneck
