Product_Category,Category,Subcategory1,Subcategory2,Subcategory3,Url,Attr_Name,Attr_Value
Clothing,Women,Western,Bottomwear,Bottomwear,"https://api.fastsimon.com/categories_navigation?page_num=1&products_per_page=80&facets_required=1&with_product_attributes=true&request_source=v-next&src=v-next&UUID=777f83f8-820e-45d0-a08b-08c6b432b87a&uuid=777f83f8-820e-45d0-a08b-08c6b432b87a&store_id=21708465&api_type=json&narrow=%5B""Color"",""Black""%5D&sort_by=relevance&category_id=193283948677",Color,Black
Clothing,Women,Western,Bottomwear,Bottomwear,"https://api.fastsimon.com/categories_navigation?page_num=1&products_per_page=80&facets_required=1&with_product_attributes=true&request_source=v-next&src=v-next&UUID=777f83f8-820e-45d0-a08b-08c6b432b87a&uuid=777f83f8-820e-45d0-a08b-08c6b432b87a&store_id=21708465&api_type=json&narrow=%5B""Color"",""Blue""%5D&sort_by=relevance&category_id=193283948677",Color,Blue
Clothing,Women,Western,Bottomwear,Bottomwear,"https://api.fastsimon.com/categories_navigation?page_num=1&products_per_page=80&facets_required=1&with_product_attributes=true&request_source=v-next&src=v-next&UUID=777f83f8-820e-45d0-a08b-08c6b432b87a&uuid=777f83f8-820e-45d0-a08b-08c6b432b87a&store_id=21708465&api_type=json&narrow=%5B""Color"",""Beige""%5D&sort_by=relevance&category_id=193283948677",Color,Beige
Clothing,Women,Western,Bottomwear,Bottomwear,"https://api.fastsimon.com/categories_navigation?page_num=1&products_per_page=80&facets_required=1&with_product_attributes=true&request_source=v-next&src=v-next&UUID=777f83f8-820e-45d0-a08b-08c6b432b87a&uuid=777f83f8-820e-45d0-a08b-08c6b432b87a&store_id=21708465&api_type=json&narrow=%5B""Color"",""White""%5D&sort_by=relevance&category_id=193283948677",Color,White
Clothing,Women,Western,Bottomwear,Bottomwear,"https://api.fastsimon.com/categories_navigation?page_num=1&products_per_page=80&facets_required=1&with_product_attributes=true&request_source=v-next&src=v-next&UUID=777f83f8-820e-45d0-a08b-08c6b432b87a&uuid=777f83f8-820e-45d0-a08b-08c6b432b87a&store_id=21708465&api_type=json&narrow=%5B""Color"",""Brown""%5D&sort_by=relevance&category_id=193283948677",Color,Brown
Clothing,Women,Western,Bottomwear,Bottomwear,"https://api.fastsimon.com/categories_navigation?page_num=1&products_per_page=80&facets_required=1&with_product_attributes=true&request_source=v-next&src=v-next&UUID=777f83f8-820e-45d0-a08b-08c6b432b87a&uuid=777f83f8-820e-45d0-a08b-08c6b432b87a&store_id=21708465&api_type=json&narrow=%5B""Color"",""Glitz""%5D&sort_by=relevance&category_id=193283948677",Color,Glitz
Clothing,Women,Western,Bottomwear,Bottomwear,"https://api.fastsimon.com/categories_navigation?page_num=1&products_per_page=80&facets_required=1&with_product_attributes=true&request_source=v-next&src=v-next&UUID=777f83f8-820e-45d0-a08b-08c6b432b87a&uuid=777f83f8-820e-45d0-a08b-08c6b432b87a&store_id=21708465&api_type=json&narrow=%5B""Color"",""Gray""%5D&sort_by=relevance&category_id=193283948677",Color,Gray
Clothing,Women,Western,Bottomwear,Bottomwear,"https://api.fastsimon.com/categories_navigation?page_num=1&products_per_page=80&facets_required=1&with_product_attributes=true&request_source=v-next&src=v-next&UUID=777f83f8-820e-45d0-a08b-08c6b432b87a&uuid=777f83f8-820e-45d0-a08b-08c6b432b87a&store_id=21708465&api_type=json&narrow=%5B""Color"",""Multi""%5D&sort_by=relevance&category_id=193283948677",Color,Multi
Clothing,Women,Western,Bottomwear,Bottomwear,"https://api.fastsimon.com/categories_navigation?page_num=1&products_per_page=80&facets_required=1&with_product_attributes=true&request_source=v-next&src=v-next&UUID=777f83f8-820e-45d0-a08b-08c6b432b87a&uuid=777f83f8-820e-45d0-a08b-08c6b432b87a&store_id=21708465&api_type=json&narrow=%5B""Color"",""Green""%5D&sort_by=relevance&category_id=193283948677",Color,Green
Clothing,Women,Western,Bottomwear,Bottomwear,"https://api.fastsimon.com/categories_navigation?page_num=1&products_per_page=80&facets_required=1&with_product_attributes=true&request_source=v-next&src=v-next&UUID=777f83f8-820e-45d0-a08b-08c6b432b87a&uuid=777f83f8-820e-45d0-a08b-08c6b432b87a&store_id=21708465&api_type=json&narrow=%5B""Color"",""Red""%5D&sort_by=relevance&category_id=193283948677",Color,Red
Clothing,Women,Western,Bottomwear,Bottomwear,"https://api.fastsimon.com/categories_navigation?page_num=1&products_per_page=80&facets_required=1&with_product_attributes=true&request_source=v-next&src=v-next&UUID=777f83f8-820e-45d0-a08b-08c6b432b87a&uuid=777f83f8-820e-45d0-a08b-08c6b432b87a&store_id=21708465&api_type=json&narrow=%5B""Color"",""Yellow""%5D&sort_by=relevance&category_id=193283948677",Color,Yellow
Clothing,Women,Western,Bottomwear,Bottomwear,"https://api.fastsimon.com/categories_navigation?page_num=1&products_per_page=80&facets_required=1&with_product_attributes=true&request_source=v-next&src=v-next&UUID=777f83f8-820e-45d0-a08b-08c6b432b87a&uuid=777f83f8-820e-45d0-a08b-08c6b432b87a&store_id=21708465&api_type=json&narrow=%5B""Color"",""Animal Print""%5D&sort_by=relevance&category_id=193283948677",Color,Animal Print
Clothing,Women,Western,Bottomwear,Bottomwear,"https://api.fastsimon.com/categories_navigation?page_num=1&products_per_page=80&facets_required=1&with_product_attributes=true&request_source=v-next&src=v-next&UUID=777f83f8-820e-45d0-a08b-08c6b432b87a&uuid=777f83f8-820e-45d0-a08b-08c6b432b87a&store_id=21708465&api_type=json&narrow=%5B""Color"",""Metallic""%5D&sort_by=relevance&category_id=193283948677",Color,Metallic
Clothing,Women,Western,Bottomwear,Bottomwear,"https://api.fastsimon.com/categories_navigation?page_num=1&products_per_page=80&facets_required=1&with_product_attributes=true&request_source=v-next&src=v-next&UUID=777f83f8-820e-45d0-a08b-08c6b432b87a&uuid=777f83f8-820e-45d0-a08b-08c6b432b87a&store_id=21708465&api_type=json&narrow=%5B""Color"",""Pink""%5D&sort_by=relevance&category_id=193283948677",Color,Pink
Clothing,Women,Western,Bottomwear,Bottomwear,"https://api.fastsimon.com/categories_navigation?page_num=1&products_per_page=80&facets_required=1&with_product_attributes=true&request_source=v-next&src=v-next&UUID=777f83f8-820e-45d0-a08b-08c6b432b87a&uuid=777f83f8-820e-45d0-a08b-08c6b432b87a&store_id=21708465&api_type=json&narrow=%5B""Color"",""Silver""%5D&sort_by=relevance&category_id=193283948677",Color,Silver
Clothing,Women,Western,Bottomwear,Bottomwear,"https://api.fastsimon.com/categories_navigation?page_num=1&products_per_page=80&facets_required=1&with_product_attributes=true&request_source=v-next&src=v-next&UUID=777f83f8-820e-45d0-a08b-08c6b432b87a&uuid=777f83f8-820e-45d0-a08b-08c6b432b87a&store_id=21708465&api_type=json&narrow=%5B""Color"",""Taupe""%5D&sort_by=relevance&category_id=193283948677",Color,Taupe
Clothing,Women,Western,Bottomwear,Bottomwear,"https://api.fastsimon.com/categories_navigation?page_num=1&products_per_page=80&facets_required=1&with_product_attributes=true&request_source=v-next&src=v-next&UUID=777f83f8-820e-45d0-a08b-08c6b432b87a&uuid=777f83f8-820e-45d0-a08b-08c6b432b87a&store_id=21708465&api_type=json&narrow=%5B""Color"",""Burgundy""%5D&sort_by=relevance&category_id=193283948677",Color,Burgundy
Clothing,Women,Western,Bottomwear,Bottomwear,"https://api.fastsimon.com/categories_navigation?page_num=1&products_per_page=80&facets_required=1&with_product_attributes=true&request_source=v-next&src=v-next&UUID=777f83f8-820e-45d0-a08b-08c6b432b87a&uuid=777f83f8-820e-45d0-a08b-08c6b432b87a&store_id=21708465&api_type=json&narrow=%5B""Color"",""Leopard""%5D&sort_by=relevance&category_id=193283948677",Color,Leopard
Clothing,Women,Western,Bottomwear,Bottomwear,"https://api.fastsimon.com/categories_navigation?page_num=1&products_per_page=80&facets_required=1&with_product_attributes=true&request_source=v-next&src=v-next&UUID=777f83f8-820e-45d0-a08b-08c6b432b87a&uuid=777f83f8-820e-45d0-a08b-08c6b432b87a&store_id=21708465&api_type=json&narrow=%5B""Color"",""Orange""%5D&sort_by=relevance&category_id=193283948677",Color,Orange
Clothing,Women,Western,Bottomwear,Bottomwear,"https://api.fastsimon.com/categories_navigation?page_num=1&products_per_page=80&facets_required=1&with_product_attributes=true&request_source=v-next&src=v-next&UUID=777f83f8-820e-45d0-a08b-08c6b432b87a&uuid=777f83f8-820e-45d0-a08b-08c6b432b87a&store_id=21708465&api_type=json&narrow=%5B""Color"",""Purple""%5D&sort_by=relevance&category_id=193283948677",Color,Purple
