Category,Product_Category,Subcategory1,Subcategory2,Subcategory3,Url
Women,Clothing,Western,Topwear,T-Shirts,https://usa.tommy.com/on/demandware.store/Sites-PVHTHUS-Site/en_US/Search-ShowAjax?cgid=women-clothing-tops-shirts&prefn1=sleeveType&prefv1=Long%20Sleeve&srule=Featured_New%20Badge
