,Product_Category,Category,Subcategory1,Subcategory2,Subcategory3,Attr_Name,Attr_Value,Url
127,Clothing,Women,Western,Dresses and Jumpsuits,Dresses,Back Style,v-back,https://dyn.dessy.com/api/fastnav/parseUrl/?countrycode=us&currencycode=USD&addbuckets=displaydessyus&url=%2F/bridesmaid-dresses/?backstyle=v-back%2F%3Fpage%3D0%26rpp%3D36
128,Clothing,Women,Western,Dresses and Jumpsuits,Dresses,Back Style,open back,https://dyn.dessy.com/api/fastnav/parseUrl/?countrycode=us&currencycode=USD&addbuckets=displaydessyus&url=%2F/bridesmaid-dresses/?backstyle=open-back%2F%3Fpage%3D0%26rpp%3D36
129,Clothing,Women,Western,Dresses and Jumpsuits,Dresses,Back Style,scoop back,https://dyn.dessy.com/api/fastnav/parseUrl/?countrycode=us&currencycode=USD&addbuckets=displaydessyus&url=%2F/bridesmaid-dresses/?backstyle=scoop-back%2F%3Fpage%3D0%26rpp%3D36
130,Clothing,Women,Western,Dresses and Jumpsuits,Dresses,Back Style,cutout back,https://dyn.dessy.com/api/fastnav/parseUrl/?countrycode=us&currencycode=USD&addbuckets=displaydessyus&url=%2F/bridesmaid-dresses/?backstyle=cutout%2F%3Fpage%3D0%26rpp%3D36
131,Clothing,Women,Western,Dresses and Jumpsuits,Dresses,Back Style,crisscross back,https://dyn.dessy.com/api/fastnav/parseUrl/?countrycode=us&currencycode=USD&addbuckets=displaydessyus&url=%2F/bridesmaid-dresses/?backstyle=crisscross%2F%3Fpage%3D0%26rpp%3D36
132,Clothing,Women,Western,Dresses and Jumpsuits,Dresses,Back Style,bow/tie back,https://dyn.dessy.com/api/fastnav/parseUrl/?countrycode=us&currencycode=USD&addbuckets=displaydessyus&url=%2F/bridesmaid-dresses/?backstyle=bow-tie%2F%3Fpage%3D0%26rpp%3D36
133,Clothing,Women,Western,Dresses and Jumpsuits,Dresses,Back Style,cowl back,https://dyn.dessy.com/api/fastnav/parseUrl/?countrycode=us&currencycode=USD&addbuckets=displaydessyus&url=%2F/bridesmaid-dresses/?backstyle=cowl-back%2F%3Fpage%3D0%26rpp%3D36
134,Clothing,Women,Western,Dresses and Jumpsuits,Dresses,Back Style,keyhole back,https://dyn.dessy.com/api/fastnav/parseUrl/?countrycode=us&currencycode=USD&addbuckets=displaydessyus&url=%2F/bridesmaid-dresses/?backstyle=keyhole-back%2F%3Fpage%3D0%26rpp%3D36
135,Clothing,Women,Western,Dresses and Jumpsuits,Dresses,Back Style,closed back,https://dyn.dessy.com/api/fastnav/parseUrl/?countrycode=us&currencycode=USD&addbuckets=displaydessyus&url=%2F/bridesmaid-dresses/?backstyle=closed-back%2F%3Fpage%3D0%26rpp%3D36
136,Clothing,Women,Western,Dresses and Jumpsuits,Dresses,Back Style,low back,https://dyn.dessy.com/api/fastnav/parseUrl/?countrycode=us&currencycode=USD&addbuckets=displaydessyus&url=%2F/bridesmaid-dresses/?backstyle=low-back%2F%3Fpage%3D0%26rpp%3D36
137,Clothing,Women,Western,Dresses and Jumpsuits,Dresses,Back Style,lace up back,https://dyn.dessy.com/api/fastnav/parseUrl/?countrycode=us&currencycode=USD&addbuckets=displaydessyus&url=%2F/bridesmaid-dresses/?backstyle=lace-up%2F%3Fpage%3D0%26rpp%3D36
