Attr_Name,Attr_Value
colors,Black
colors,Multi
colors,Blue
colors,Pink
colors,White
colors,Beige
colors,Red
colors,Brown
colors,Green
colors,Purple
colors,Orange
colors,Grey
colors,Silver
colors,Yellow
colors,Gold
colors,Turquoise
sleeveLengths,Sleeveless
sleeveLengths,Long
sleeveLengths,Short
sleeveLengths,
sleeveLengths,Three_Quarter
